"party","Vote_change_dummy","Vote52","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_1152","birthday","Geographical","nominate_dim1","nominate_dim2","gender","pro_env_dummy","anti_env_dummy","district","Vote52_minus","Vote52_plus","Vote52_NA"
"R",0,NA,208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WI","R000587",3,1956,"MW",0.603,0.333,"M",0,0,8,NA,NA,1
"R",0,0,45,26,175,0,100,0,145,27,397,80,NA,NA,"AL","B001289",3,1955,"SO",0.61,0.25,"M",1,1,1,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ",NA,NA,NA,"WE",NA,NA,NA,0,0,2,1,0,0
"R",1,0,NA,NA,288,0,449.46,52.87,606.06,52.87,NA,NA,NA,NA,"CA","K000387",2,1966,"WE",0.397,0.188,"M",1,1,25,1,0,0
"R",0,0,NA,NA,245,20,465,0,439,0,NA,NA,NA,NA,"CA","W000820",2,1962,"WE",0.433,0.177,"F",0,1,45,1,0,0
"R",0,1,NA,NA,445,27.5,325,10,235.5,10,NA,NA,NA,NA,"FL","C001107",2,1980,"SO",0.211,0.185,"M",1,1,26,0,1,0
"R",0,0,NA,NA,123,15,395.23,80.37,567.73,130.37,NA,NA,NA,NA,"IA","B001294",2,1955,"MW",0.527,0.488,"M",1,1,1,1,0,0
"R",0,0,NA,NA,219,70,384.67,207.87,580.27,307.87,NA,NA,NA,NA,"IA","Y000066",2,1968,"MW",0.442,0.038,"M",1,1,3,1,0,0
"R",0,0,NA,NA,120,0,107,0,92,0,0,0,NA,NA,"LA","A000374",2,1954,"SO",0.541,0.257,"M",0,1,5,1,0,0
"R",0,0,NA,NA,272.5,26.5,245,30.43,281,10,NA,NA,NA,NA,"ME","P000611",2,1953,"NE",0.36,0.182,"M",1,1,2,1,0,0
"R",0,0,NA,NA,232,35.04,587.09,55.37,766.01,52.87,NA,NA,NA,NA,"MI","B001293",2,1967,"MW",0.451,0.095,"M",1,1,8,1,0,0
"R",0,0,NA,NA,85,0,0,0,0,0,NA,NA,NA,NA,"MI","T000475",2,1960,"MW",0.369,0.257,"M",0,0,11,1,0,0
"R",0,0,NA,NA,281,0,169.28,0,147,0,NA,NA,NA,NA,"NJ","M001193",2,1960,"NE",0.206,0.274,"M",0,1,3,1,0,0
"R",0,0,NA,NA,90,0,397,20,289,20,NA,NA,NA,NA,"NY","D000625",2,1956,"NE",0.227,0.095,"M",1,1,11,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",NA,NA,NA,"SO",NA,NA,NA,0,0,6,1,0,0
"R",0,0,NA,NA,457.5,0,416.5,0,376.5,0,NA,NA,NA,NA,"OK","R000604",2,1963,"SO",0.473,0.183,"M",0,1,5,1,0,0
"R",1,1,NA,NA,362,70,140,10,75,10,NA,NA,NA,NA,"PA","C001106",2,1976,"NE",0.217,0.055,"M",1,1,6,0,1,0
"R",0,0,NA,NA,235,0,105,0,165,0,50,0,NA,NA,"TX","R000601",2,1965,"SO",0.693,0.113,"M",0,1,4,1,0,0
"R",0,0,NA,NA,1306.56,30.33,1515.5,49.5,1774.43,59,1198.47,2.5,NA,NA,"TX","H001073",2,1977,"SO",0.287,0.228,"M",1,1,23,1,0,0
"R",0,0,NA,NA,244.65,0,293.11,10.95,368.11,1.15,NA,NA,NA,NA,"UT","L000584",2,1975,"WE",0.542,0.056,"F",1,1,4,1,0,0
"R",0,0,0,0,98.75,12.5,125,20,176,20,NA,NA,NA,NA,"VA","B001290",3,1964,"SO",0.829,0.325,"M",1,1,7,1,0,0
"R",0,0,NA,NA,365,2.5,460.5,0,556.5,0,NA,NA,NA,NA,"VA","C001105",2,1959,"SO",0.276,0.389,"F",0,1,10,1,0,0
"R",0,0,NA,NA,275,0,611.5,20,312,20,NA,NA,NA,NA,"WV","J000297",2,1960,"SO",0.315,0.308,"M",1,1,3,1,0,0
"R",0,1,NA,NA,NA,NA,10,0,NA,NA,0,0,NA,NA,"FL","R000607",1,1953,"SO",0.501,0.494,"M",0,0,19,0,1,0
"R",0,0,NA,NA,NA,NA,403.25,0,418.5,2.5,NA,NA,NA,NA,"GA","H001078",1,1962,"SO",0.493,0.305,"F",1,1,6,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS",NA,NA,NA,"MW",NA,NA,NA,0,0,1,1,0,0
"R",0,0,NA,NA,NA,NA,155,0,165,100,140,0,NA,NA,"MI","M001201",1,1961,"MW",0.422,0.311,"M",1,1,10,1,0,0
"R",0,0,NA,NA,NA,NA,382.3,52.87,634.22,52.87,NA,NA,NA,NA,"MN","L000587",1,1955,"MW",0.506,0.197,"M",1,1,2,1,0,0
"R",0,0,NA,NA,NA,NA,779.18,59,903.68,59,367.11,0,NA,NA,"MT","G000584",1,1961,"WE",0.431,0.085,"M",1,1,0,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV",NA,NA,NA,"WE",NA,NA,NA,0,0,3,0,1,0
"D",0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,"NV","K000390",1,1980,"WE",0.397,0.226,"M",0,0,4,0,1,0
"R",0,1,NA,NA,NA,NA,441.17,72.87,642.2,184.86,NA,NA,NA,NA,"NY","F000464",1,1952,"NE",0.234,0.008,"M",1,1,19,0,1,0
"R",0,0,NA,NA,NA,NA,623.59,52.87,674.99,52.87,NA,NA,NA,NA,"VA","T000477",1,1979,"SO",0.456,0.021,"M",1,1,2,1,0,0
