"first_name.x","last_name.x","state.x","district.x","Vote3","Vote4","Vote51","Vote52","Vote6","BioID","GovtrackID","Vote7","party","Vote_count","Vote_change","opensecrets_id.x","Contribution_3_-.x","Contribution_3_+.x","Contribution_4_-.x","Contribution_4_+.x","Contribution_51_-.x","Contribution_51_+.x","Contribution_52_-.x","Contribution_52_+.x","Contribution_6_-.x","Contribution_6_+.x","Contribution_7_-.x","Contribution_7_+.x","name.x","last_name.y","first_name.y","state.y","opensecrets_id.y","bioguide_id","district.y","Contribution_3_-.y","Contribution_3_+.y","Contribution_4_-.y","Contribution_4_+.y","Contribution_51_-.y","Contribution_51_+.y","Contribution_52_-.y","Contribution_52_+.y","Contribution_6_-.y","Contribution_6_+.y","Contribution_7_-.y","Contribution_7_+.y","name.y"
"Blake","Farenthold","TX",27,"-","-","-",NA,NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blake farenthold","Farenthold","Blake","TX","N00031672","F000460",27,32100,0,26550,0,NA,NA,NA,NA,NA,NA,NA,NA,"blake farenthold"
"Gene","Green","TX",29,"-","+","+","+",NA,NA,NA,NA,"D",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gene green","Green","Gene","TX","N00005870","G000410",29,45500,0,92450,2500,NA,NA,NA,NA,NA,NA,NA,NA,"gene green"
"John R.","Carter","TX",31,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john r carter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marc A.","Veasey","TX",33,"+","-","+","+","+",NA,NA,NA,"D",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marc a veasey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lloyd A.","Doggett","TX",35,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lloyd a doggett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve","Stockman","TX",36,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steve stockman","Stockman","Steve","TX","N00005918","S000937",36,18350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steve stockman"
"Rob","Bishop","UT",1,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rob bishop","Bishop","Rob","UT","N00025292","B001250",1,23300,250,43166,0,21400,0,16650,0,NA,NA,NA,NA,"rob bishop"
"Jason","Chaffetz","UT",3,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jason chaffetz","Chaffetz","Jason","UT","N00028958","C001076",3,13250,0,16500,0,NA,NA,NA,NA,NA,NA,NA,NA,"jason chaffetz"
"Jim","Matheson","UT",4,"-",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim matheson","Matheson","Jim","UT","N00009753","M001142",4,60000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim matheson"
"Peter F.","Welch","VT",0,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"peter f welch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott","Rigell","VA",2,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scott rigell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert C.","Scott","VA",3,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert c scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J. Randy","Forbes","VA",4,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"j randy forbes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert","Hurt","VA",5,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert hurt","Hurt","Robert","VA","N00031265","H001060",5,4650,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,"robert hurt"
"Bob","Goodlatte","VA",6,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bob goodlatte","Goodlatte","Bob","VA","N00009154","G000289",6,24000,0,30950,0,NA,NA,NA,NA,NA,NA,NA,NA,"bob goodlatte"
"Eric","Cantor","VA",7,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eric cantor","Cantor","Eric","VA","N00013131","C001046",7,75600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eric cantor"
"James P.","Moran","VA",8,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"james p moran","Moran","James","VA","N00002083","M000933",8,10500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"james moran"
"Frank","Wolf","VA",10,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank wolf","Wolf","Frank","VA","N00002073","W000672",10,3000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank wolf"
"Gerald E.","Connolly","VA",11,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gerald e connolly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suzan K.","DelBene","WA",1,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"suzan k delbene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doc","Hastings","WA",4,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doc hastings","Hastings","Doc","WA","N00009157","H000329",4,55400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doc hastings"
"Jim","McDermott","WA",7,"+","+",NA,NA,NA,NA,NA,NA,"D",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim mcdermott","McDermott","Jim","WA","N00009829","M000404",7,1250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim mcdermott"
"Dave","Reichert","WA",8,"-","-","+","+",NA,NA,NA,NA,"R",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dave reichert","Reichert","David","WA","N00026885","R000578",8,5750,1000,10000,6500,NA,NA,-2500,0,NA,NA,NA,NA,"david reichert"
"Denny","Heck","WA",10,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"denny heck","Heck","Denny","WA","N00031557","H001064",10,3500,0,3000,0,6500,250,6500,250,-1000,0,NA,NA,"denny heck"
"Shelley Moore","Capito","WV",2,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shelley moore capito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nick","Rahall","WV",3,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nick rahall","Rahall","Nick","WV","N00002198","R000011",3,28000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nick rahall"
"Paul","Ryan","WI",1,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paul ryan","Ryan","Paul","WI","N00004357","R000570",1,64800,0,703055,24100,112733,11200,358,5100,NA,NA,NA,NA,"paul ryan"
"James F.","Sensenbrenner","WI",5,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"james f sensenbrenner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tom","Petri","WI",6,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tom petri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sean","Duffy","WI",7,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sean duffy","Duffy","Sean","WI","N00030967","D000614",7,23000,0,18850,0,22400,0,24900,0,13300,0,NA,NA,"sean duffy"
"Reid","Ribble","WI",8,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reid ribble","Ribble","Reid","WI","N00030968","R000587",8,20800,0,-5000,0,NA,NA,NA,NA,NA,NA,NA,NA,"reid ribble"
"Cynthia M.","Lummis","WY",0,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cynthia m lummis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradley","Byrne","AL",1,NA,"-","-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bradley byrne","Byrne","Bradley","AL","N00035380","B001289",1,4500,2600,17500,0,10000,0,14500,2700,39700,8000,NA,NA,"bradley byrne"
"Martha","McSally","AZ",2,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"martha mcsally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve","Knight","CA",25,NA,"-","+","-",NA,NA,NA,NA,"R",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steve knight","Knight","Steve","CA","N00035820","K000387",25,NA,NA,27800,0,43946,5287,60606,5287,NA,NA,NA,NA,"steve knight"
"Mimi","Walters","CA",45,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mimi walters","Walters","Mimi","CA","N00035391","W000820",45,NA,NA,24500,2000,44000,0,41400,0,NA,NA,NA,NA,"mimi walters"
"Gwen","Graham","FL",2,NA,"+",NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gwen graham","Graham","Gwen","FL","N00035688","G000575",2,NA,NA,2100,0,NA,NA,NA,NA,NA,NA,NA,NA,"gwen graham"
"David W.","Jolly","FL",13,NA,"+",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david w jolly","Jolly","David","FL","N00035717","J000296",13,NA,NA,10700,0,NA,NA,NA,NA,NA,NA,NA,NA,"david jolly"
"Curtis","Clawson","FL",19,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"curtis clawson","Clawson","Curtis","FL","N00035854","C001102",19,NA,NA,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,"curtis clawson"
"Carlos","Curbelo","FL",26,NA,"+",NA,"+",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"carlos curbelo","Curbelo","Carlos","FL","N00035403","C001107",26,NA,NA,38500,2750,31500,1000,21550,1000,NA,NA,NA,NA,"carlos curbelo"
"Mark","Takai","HI",1,NA,NA,NA,NA,NA,NA,NA,NA,"D",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mark takai","Takai","Mark","HI","N00035535","T000473",1,NA,NA,4550,0,NA,NA,NA,NA,NA,NA,NA,NA,"mark takai"
"Robert","Dold","IL",10,NA,"+",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert dold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rod","Blum","IA",1,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rod blum","Blum","Rod","IA","N00033744","B001294",1,NA,NA,12300,1500,34523,8037,50273,13037,NA,NA,NA,NA,"rod blum"
"David","Young","IA",3,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david young","Young","David","IA","N00035509","Y000066",3,NA,NA,21900,7000,38467,20787,58027,30787,NA,NA,NA,NA,"david young"
"Ralph","Abraham","LA",5,NA,"-","-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ralph abraham","Abraham","Ralph","LA","N00036633","A000374",5,NA,NA,12000,0,10700,0,9200,0,NA,NA,NA,NA,"ralph abraham"
"Bruce","Poliquin","ME",2,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bruce poliquin","Poliquin","Bruce","ME","N00034584","P000611",2,NA,NA,27250,2650,24500,3043,28100,1000,NA,NA,NA,NA,"bruce poliquin"
"Katherine M.","Clark","MA",5,NA,"+","+","+","+",NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"katherine m clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike","Bishop","MI",8,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mike bishop","Bishop","Mike","MI","N00036449","B001293",8,NA,NA,23200,3504,58709,5537,76601,5287,NA,NA,NA,NA,"mike bishop"
"Dave","Trott","MI",11,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dave trott","Trott","Dave","MI","N00035607","T000475",11,NA,NA,8500,0,NA,NA,NA,NA,NA,NA,NA,NA,"dave trott"
"Ryan","Zinke","MT",0,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ryan zinke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad","Ashford","NE",2,NA,"-",NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brad ashford","Ashford","Brad","NE","N00005293","A000373",2,NA,NA,24100,2000,NA,NA,NA,NA,NA,NA,NA,NA,"brad ashford"
"Cresent","Hardy","NV",4,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cresent hardy","Hardy","Cresent","NV","N00035628","H001070",4,NA,NA,21800,0,NA,NA,NA,NA,NA,NA,NA,NA,"cresent hardy"
"Frank","Guinta","NH",1,NA,"-",NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank guinta","Guinta","Frank","NH","N00030801","G000570",1,NA,NA,10500,0,NA,NA,NA,NA,NA,NA,NA,NA,"frank guinta"
"Donald W.","Norcross","NJ",1,NA,"+","+","+","+",NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"donald w norcross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tom","MacArthur","NJ",3,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tom macarthur","MacArthur","Tom","NJ","N00036155","M001193",3,NA,NA,28100,0,16928,0,14700,0,NA,NA,NA,NA,"tom macarthur"
"Daniel M.","Donovan","NY",11,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"daniel m donovan","Donovan","Daniel","NY","N00036928","D000625",11,NA,NA,9000,0,39700,2000,28900,2000,NA,NA,NA,NA,"daniel donovan"
"Bradley Mark","Walker","NC",6,NA,"-","-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bradley mark walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve","Russell","OK",5,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"steve russell","Russell","Steve","OK","N00036175","R000604",5,NA,NA,45750,0,36350,0,32350,0,NA,NA,NA,NA,"steve russell"
"Ryan","Costello","PA",6,NA,"-","+","+",NA,NA,NA,NA,"R",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ryan costello","Costello","Ryan","PA","N00031064","C001106",6,NA,NA,34200,7000,-500,1000,-15000,1000,NA,NA,NA,NA,"ryan costello"
"John","Ratcliffe","TX",4,NA,"-","-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john ratcliffe","Ratcliffe","John","TX","N00035972","R000601",4,NA,NA,20800,0,10500,0,16500,0,5000,0,NA,NA,"john ratcliffe"
"Will","Hurd","TX",23,NA,"-","-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"will hurd","Hurd","Will","TX","N00031417","H001073",23,NA,NA,119856,3033,140050,4950,165743,5900,93147,250,NA,NA,"will hurd"
"Mia","Love","UT",4,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mia love","Love","Mia","UT","N00033842","L000584",4,NA,NA,24465,0,29311,1095,36811,115,NA,NA,NA,NA,"mia love"
"David Alan","Brat","VA",7,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david alan brat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbara","Comstock","VA",10,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barbara comstock","Comstock","Barbara","VA","N00036023","C001105",10,NA,NA,36500,250,46050,0,55650,0,NA,NA,NA,NA,"barbara comstock"
"Evan","Jenkins","WV",3,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"evan jenkins","Jenkins","Evan","WV","N00035531","J000297",3,NA,NA,22500,0,51150,2000,21200,2000,NA,NA,NA,NA,"evan jenkins"
"Nanette","Barragán","CA",44,NA,NA,"+","+","+",NA,NA,NA,"D",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nanette barrag n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Francis","Rooney","FL",19,NA,NA,NA,"+","+",NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"francis rooney","Rooney","Francis","FL","N00040007","R000607",19,NA,NA,NA,NA,-2500,0,-3500,0,NA,NA,NA,NA,"francis rooney"
"A. Drew","Ferguson","GA",3,NA,NA,"-","-","-",NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a drew ferguson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karen","Handel","GA",6,NA,NA,"-","-",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"karen handel","Handel","Karen","GA","N00035477","H001078",6,NA,NA,NA,NA,40325,0,41850,250,NA,NA,NA,NA,"karen handel"
"Roger","Marshall","KS",1,NA,NA,"-","-","-",NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"roger marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul","Mitchell","MI",10,NA,NA,"-","-","-",NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paul mitchell","Mitchell","Paul","MI","N00036274","M001201",10,NA,NA,NA,NA,15500,0,16500,10000,14000,0,NA,NA,"paul mitchell"
"Jason","Lewis","MN",2,NA,NA,"-","-",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jason lewis","Lewis","Jason","MN","N00038400","L000587",2,NA,NA,NA,NA,38230,5287,63422,5287,NA,NA,NA,NA,"jason lewis"
"Greg","Gianforte","MT",0,NA,NA,"-","-","-",NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"greg gianforte","Gianforte","Greg","MT","N00040733","G000584",0,NA,NA,NA,NA,77918,5900,90368,5900,35711,0,NA,NA,"greg gianforte"
"Jacky","Rosen","NV",3,NA,NA,"+","+",NA,NA,NA,NA,"D",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jacky rosen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruben","Kihuen","NV",4,NA,NA,"+","+",NA,NA,NA,NA,"D",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ruben kihuen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John","Faso","NY",19,NA,NA,"+","+",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john faso","Faso","John","NY","N00037288","F000464",19,NA,NA,NA,NA,44117,7287,64220,18486,NA,NA,NA,NA,"john faso"
"Scott","Taylor","VA",2,NA,NA,"-","-",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scott taylor","Taylor","Scott","VA","N00031263","T000477",2,NA,NA,NA,NA,62359,5287,67499,5287,NA,NA,NA,NA,"scott taylor"
"Thomas","Garrett","VA",5,NA,NA,NA,"-",NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thomas garrett","Garrett","Thomas","VA","N00038847","G000580",5,NA,NA,NA,NA,14100,0,12400,0,NA,NA,NA,NA,"thomas garrett"
"Amata Coleman","Radewagen","AS",0,NA,NA,NA,NA,"-",NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amata coleman radewagen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ","Cox","CA",21,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tj cox","Cox","TJ","CA","N00028122","C001124",21,NA,NA,NA,NA,NA,NA,NA,NA,4583,1095,NA,NA,"tj cox"
"Katie","Hill","CA",25,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"katie hill","Hill","Katie","CA","N00040644","H001087",25,NA,NA,NA,NA,NA,NA,NA,NA,2150,500,NA,NA,"katie hill"
"Gilbert","Cisneros","CA",39,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gilbert cisneros","Cisneros","Gilbert","CA","N00041464","C001123",39,NA,NA,NA,NA,NA,NA,NA,NA,8600,0,NA,NA,"gilbert cisneros"
"Harley","Rouda","CA",48,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harley rouda","Rouda","Harley","CA","N00040666","R000616",48,NA,NA,NA,NA,NA,NA,NA,NA,3865,1345,NA,NA,"harley rouda"
"Eleanor Holmes","Norton","DC",0,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eleanor holmes norton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross","Spano","FL",15,NA,NA,NA,NA,"-",NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ross spano","Spano","Ross","FL","N00043319","S001210",15,NA,NA,NA,NA,NA,NA,NA,NA,15622,0,NA,NA,"ross spano"
"Debbie","Mucarsel-Powell","FL",26,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"debbie mucarsel powell","Mucarsel-Powell","Debbie","FL","N00041561","M001207",26,NA,NA,NA,NA,NA,NA,NA,NA,500,0,NA,NA,"debbie mucarsel powell"
"Donna","Shalala","FL",27,NA,NA,NA,NA,"+",NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"donna shalala","Shalala","Donna","FL","N00042811","S001206",27,NA,NA,NA,NA,NA,NA,NA,NA,3700,1000,NA,NA,"donna shalala"
